"gel.id","strain.id","strain.x","trt.x","lim.x","cID.x","tm.pt.x","tm.pt.y","mw.list","lpda.list","band.list","omean.list","olow.list","ohigh.list","rel.int.list"
"20160413-gel2","225-19N5S1","19N5S1","T","N","N5","19",19,48.93,18.56,1,"9",8.9,8.4,0.0509
"20160413-gel2","225-19N5S1","19N5S1","T","N","N5","19",19,23.38,18.56,10,"1",1.4,1.3,0.0289
"20160413-gel2","225-19N5S1","19N5S1","T","N","N5","19",19,41.38,18.56,3,"7",6.7,6.3,0.147
"20160413-gel2","225-19N5S1","19N5S1","T","N","N5","19",19,24.91,18.56,9,"2",1.9,1.8,0.0297
"20160413-gel2","226-19N3S2","19N3S2","T","N","N3","19",19,28.68,18.8,3,"3",2.9,2.7,0.2145
"20160413-gel2","226-19N3S2","19N3S2","T","N","N3","19",19,44.83,18.8,1,"7",7.7,7.2,0.1873
"20160413-gel2","226-19N3S2","19N3S2","T","N","N3","19",19,41.25,18.8,2,"6",6.6,6.2,0.2037
"20160413-gel2","226-19N3S2","19N3S2","T","N","N3","19",19,26.91,18.8,4,"2",2.4,2.3,0.0439
"20160413-gel2","227-19N3S5","19N3S5","T","N","N3","19",19,53.34,19.04,3,"10",10.1,9.5,0.1351
"20160413-gel2","227-19N3S5","19N3S5","T","N","N3","19",19,62.16,19.04,1,"12",12.7,12,0.1997
"20160413-gel2","227-19N3S5","19N3S5","T","N","N3","19",19,57.75,19.04,2,"11",11.4,10.8,0.2117
"20160413-gel2","227-19N3S5","19N3S5","T","N","N3","19",19,28.92,19.04,6,"3",2.9,2.7,0.0335
"20160413-gel2","227-19N3S5","19N3S5","T","N","N3","19",19,23.46,19.04,8,"1",1.3,1.2,0.1515
"20160413-gel2","227-19N3S5","19N3S5","T","N","N3","19",19,27.23,19.04,7,"2",2.4,2.3,0.0133
"20160413-gel2","227-19N3S5","19N3S5","T","N","N3","19",19,45.46,19.04,5,"8",7.8,7.3,0.0656
"20160413-gel2","227-19N3S5","19N3S5","T","N","N3","19",19,49.56,19.04,4,"9",9,8.5,0.1002
"20160413-gel2","228-01N5S2","01N5S2","C","N","N5","1",1,29,19.36,1,"3",2.8,2.7,0.1902
"20160413-gel2","229-19P4S3","19P4S3","T","P","P4","19",19,25.55,19.12,11,"2",1.9,1.8,0.067
"20160413-gel2","229-19P4S3","19P4S3","T","P","P4","19",19,23.22,19.12,12,"1",1.2,1.1,0.0117
"20160413-gel2","229-19P4S3","19P4S3","T","P","P4","19",19,78.22,19.12,1,"17",17.4,16.4,0.0309
"20160413-gel2","229-19P4S3","19P4S3","T","P","P4","19",19,35,19.12,7,"5",4.7,4.4,0.0212
"20160413-gel2","229-19P4S3","19P4S3","T","P","P4","19",19,27.8,19.12,10,"2",2.6,2.4,0.0523
"20160413-gel2","229-19P4S3","19P4S3","T","P","P4","19",19,29.75,19.12,9,"3",3.1,3,0.0359
"20160413-gel2","229-19P4S3","19P4S3","T","P","P4","19",19,41.88,19.12,4,"7",6.7,6.3,0.3062
"20160413-gel2","229-19P4S3","19P4S3","T","P","P4","19",19,39.25,19.12,5,"6",5.9,5.6,0.0302
"20160413-gel2","229-19P4S3","19P4S3","T","P","P4","19",19,37.75,19.12,6,"5",5.5,5.2,0.0228
"20160413-gel2","229-19P4S3","19P4S3","T","P","P4","19",19,49.87,19.12,2,"9",9,8.5,0.1054
"20160413-gel2","229-19P4S3","19P4S3","T","P","P4","19",19,46.41,19.12,3,"8",8,7.6,0.2888
"20160413-gel2","229-19P4S3","19P4S3","T","P","P4","19",19,31.88,19.12,8,"4",3.8,3.5,0.0226
"20160413-gel3","235-01N2S1","01N2S1","C","N","N2","1",1,28.82,19.26,1,"3",2.8,2.7,0.0329
"20160413-gel3","236-01N3S3","01N3S3","C","N","N3","1",1,29,19.17,1,"3",2.9,2.7,0.1174
"20160413-gel3","237-19P5S5","19P5S5","T","P","P5","19",19,23.14,19.26,1,"1",1.1,1.1,0.1558
"20160413-gel4","244-19P5S3","19P5S3","T","P","P5","19",19,41.73,19.13,2,"6",6.6,6.3,0.363
"20160413-gel4","244-19P5S3","19P5S3","T","P","P5","19",19,27.96,19.13,4,"3",2.6,2.5,0.0328
"20160413-gel4","244-19P5S3","19P5S3","T","P","P5","19",19,23.72,19.13,5,"1",1.4,1.3,0.0574
"20160413-gel4","244-19P5S3","19P5S3","T","P","P5","19",19,29,19.13,3,"3",2.9,2.7,0.047
"20160413-gel4","244-19P5S3","19P5S3","T","P","P5","19",19,45.42,19.13,1,"8",7.7,7.3,0.411
"20160413-gel4","248-19P4S5","19P4S5","T","P","P4","19",19,28.22,18.35,3,"3",2.9,2.7,0.1302
"20160413-gel4","248-19P4S5","19P4S5","T","P","P4","19",19,22.59,18.35,4,"1",1.2,1.2,0.067
"20160413-gel4","248-19P4S5","19P4S5","T","P","P4","19",19,40.49,18.35,2,"6",6.5,6.2,0.0959
"20160413-gel4","248-19P4S5","19P4S5","T","P","P4","19",19,42.68,18.35,1,"7",7.2,6.8,0.1462
"20160420-gel1","245-19N3S4","19N3S4","T","N","N3","19",19,42.99,13.96,5,"8",8.5,8.1,0.2319
"20160420-gel1","245-19N3S4","19N3S4","T","N","N3","19",19,19.25,13.96,11,"2",1.6,1.5,0.0334
"20160420-gel1","245-19N3S4","19N3S4","T","N","N3","19",19,24.89,13.96,9,"3",3.2,3,0.1204
"20160420-gel1","245-19N3S4","19N3S4","T","N","N3","19",19,58.3,13.96,3,"13",13,12.3,0.0537
"20160420-gel1","245-19N3S4","19N3S4","T","N","N3","19",19,82,13.96,2,"19",20,18.9,0.0225
"20160420-gel1","245-19N3S4","19N3S4","T","N","N3","19",19,17.46,13.96,12,"1",1,1,3e-04
"20160420-gel1","245-19N3S4","19N3S4","T","N","N3","19",19,22.94,13.96,10,"3",2.6,2.5,0.1607
"20160420-gel1","245-19N3S4","19N3S4","T","N","N3","19",19,106.7,13.96,1,"26",27.3,25.8,0.0099
"20160420-gel1","245-19N3S4","19N3S4","T","N","N3","19",19,26.98,13.96,8,"4",3.8,3.6,0.0895
"20160420-gel1","245-19N3S4","19N3S4","T","N","N3","19",19,32.39,13.96,6,"5",5.4,5.1,0.0247
"20160420-gel1","245-19N3S4","19N3S4","T","N","N3","19",19,28.58,13.96,7,"4",4.3,4.1,0.0568
"20160420-gel1","245-19N3S4","19N3S4","T","N","N3","19",19,50.4,13.96,4,"10",10.7,10.1,0.1962
"20160420-gel1","250-01P5S5","01P5S5","C","P","P5","1",1,24.06,18.97,9,"1",1.5,1.4,0.032
"20160420-gel1","250-01P5S5","01P5S5","C","P","P5","1",1,30.9,18.97,7,"3",3.5,3.3,0.0576
"20160420-gel1","250-01P5S5","01P5S5","C","P","P5","1",1,43.98,18.97,4,"7",7.4,6.9,0.1167
"20160420-gel1","250-01P5S5","01P5S5","C","P","P5","1",1,27.33,18.97,8,"2",2.5,2.3,0.3207
"20160420-gel1","250-01P5S5","01P5S5","C","P","P5","1",1,40.51,18.97,5,"6",6.3,6,0.0777
"20160420-gel1","250-01P5S5","01P5S5","C","P","P5","1",1,35.23,18.97,6,"5",4.8,4.5,0.0299
"20160420-gel1","250-01P5S5","01P5S5","C","P","P5","1",1,22.04,18.97,10,"1",0.9,0.9,0.0855
"20160420-gel1","250-01P5S5","01P5S5","C","P","P5","1",1,94.35,18.97,1,"22",22.2,20.9,0.0121
"20160420-gel1","250-01P5S5","01P5S5","C","P","P5","1",1,52.37,18.97,3,"10",9.8,9.3,0.0289
"20160420-gel1","250-01P5S5","01P5S5","C","P","P5","1",1,67.19,18.97,2,"14",14.2,13.4,0.0225
"20160420-gel1","251-19N2S5","19N2S5","T","N","N2","19",19,40.92,17.76,6,"7",6.8,6.4,0.1698
"20160420-gel1","251-19N2S5","19N2S5","T","N","N2","19",19,22.39,17.76,13,"1",1.4,1.3,0.2001
"20160420-gel1","251-19N2S5","19N2S5","T","N","N2","19",19,101.8,17.76,1,"24",24.7,23.3,0.0566
"20160420-gel1","251-19N2S5","19N2S5","T","N","N2","19",19,75.58,17.76,3,"17",17,16.1,0.0389
"20160420-gel1","251-19N2S5","19N2S5","T","N","N2","19",19,30.63,17.76,9,"4",3.8,3.6,0.0089
"20160420-gel1","251-19N2S5","19N2S5","T","N","N2","19",19,33.6,17.76,8,"5",4.7,4.4,0.0386
"20160420-gel1","251-19N2S5","19N2S5","T","N","N2","19",19,28.3,17.76,10,"3",3.1,2.9,0.0114
"20160420-gel1","251-19N2S5","19N2S5","T","N","N2","19",19,45.46,17.76,5,"8",8.1,7.7,0.1605
"20160420-gel1","251-19N2S5","19N2S5","T","N","N2","19",19,92.37,17.76,2,"21",21.9,20.7,0.0038
"20160420-gel1","251-19N2S5","19N2S5","T","N","N2","19",19,26.49,17.76,11,"2",2.6,2.4,0.062
"20160420-gel1","251-19N2S5","19N2S5","T","N","N2","19",19,54.35,17.76,4,"10",10.8,10.2,0.0635
"20160420-gel1","251-19N2S5","19N2S5","T","N","N2","19",19,36.72,17.76,7,"5",5.6,5.3,0.0216
"20160420-gel1","251-19N2S5","19N2S5","T","N","N2","19",19,19.32,17.76,14,"0",0.5,0.4,0
"20160420-gel1","251-19N2S5","19N2S5","T","N","N2","19",19,24.27,17.76,12,"2",1.9,1.8,0.1102
"20160420-gel2","234-01P2S4","01P2S4","C","P","P2","1",1,19.49,18.52,6,"0",0.3,0.3,0.0431
"20160420-gel2","234-01P2S4","01P2S4","C","P","P2","1",1,41.08,18.52,3,"6",6.6,6.3,0.0712
"20160420-gel2","234-01P2S4","01P2S4","C","P","P2","1",1,44.06,18.52,2,"7",7.5,7.1,0.113
"20160420-gel2","234-01P2S4","01P2S4","C","P","P2","1",1,48.47,18.52,1,"9",8.8,8.3,0.03
"20160420-gel2","234-01P2S4","01P2S4","C","P","P2","1",1,22.46,18.52,5,"1",1.2,1.1,0.0044
"20160420-gel2","234-01P2S4","01P2S4","C","P","P2","1",1,28.85,18.52,4,"3",3,2.9,0.2106
"20160420-gel2","239-01N3S4","01N3S4","C","N","N3","1",1,28.85,18.82,4,"3",3,2.8,0.1354
"20160420-gel2","239-01N3S4","01N3S4","C","N","N3","1",1,38.09,18.82,3,"6",5.7,5.4,0.0104
"20160420-gel2","239-01N3S4","01N3S4","C","N","N3","1",1,43.18,18.82,1,"7",7.2,6.8,0.039
"20160420-gel2","239-01N3S4","01N3S4","C","N","N3","1",1,40.62,18.82,2,"6",6.4,6.1,0.042
"20160420-gel2","240-01P2S1","01P2S1","C","P","P2","1",1,40.96,18.67,3,"6",6.6,6.2,0.0322
"20160420-gel2","240-01P2S1","01P2S1","C","P","P2","1",1,32.68,18.67,5,"4",4.1,3.9,0.0069
"20160420-gel2","240-01P2S1","01P2S1","C","P","P2","1",1,43.76,18.67,2,"7",7.4,7,0.0651
"20160420-gel2","240-01P2S1","01P2S1","C","P","P2","1",1,38.32,18.67,4,"6",5.8,5.5,0.004
"20160420-gel2","240-01P2S1","01P2S1","C","P","P2","1",1,22.68,18.67,8,"1",1.2,1.1,0.0485
"20160420-gel2","240-01P2S1","01P2S1","C","P","P2","1",1,48.18,18.67,1,"8",8.7,8.2,0.0149
"20160420-gel2","240-01P2S1","01P2S1","C","P","P2","1",1,28.85,18.67,6,"3",3,2.8,0.1765
"20160420-gel2","240-01P2S1","01P2S1","C","P","P2","1",1,24.99,18.67,7,"2",1.9,1.8,0.0168
"20160420-gel2","252-01P4S4","01P4S4","C","P","P4","1",1,28.41,18.22,4,"3",3,2.8,0.2795
"20160420-gel2","252-01P4S4","01P4S4","C","P","P4","1",1,22.24,18.22,6,"1",1.2,1.1,0.0184
"20160420-gel2","252-01P4S4","01P4S4","C","P","P4","1",1,43.47,18.22,2,"7",7.4,7,0.0129
"20160420-gel2","252-01P4S4","01P4S4","C","P","P4","1",1,46.71,18.22,1,"8",8.4,7.9,0.0035
"20160420-gel2","252-01P4S4","01P4S4","C","P","P4","1",1,40.73,18.22,3,"6",6.6,6.3,0.0143
"20160420-gel2","252-01P4S4","01P4S4","C","P","P4","1",1,24.69,18.22,5,"2",1.9,1.8,0.0149
"20160420-gel2","258-01N3S2","01N3S2","C","N","N3","1",1,27.29,18.22,8,"3",2.7,2.5,0.1321
"20160420-gel2","258-01N3S2","01N3S2","C","N","N3","1",1,68.47,18.22,1,"14",14.8,14,0.0202
"20160420-gel2","258-01N3S2","01N3S2","C","N","N3","1",1,22.24,18.22,10,"1",1.2,1.1,0.0566
"20160420-gel2","258-01N3S2","01N3S2","C","N","N3","1",1,40.04,18.22,4,"6",6.4,6.1,0.0371
"20160420-gel2","258-01N3S2","01N3S2","C","N","N3","1",1,28.48,18.22,7,"3",3,2.9,0.1474
"20160420-gel2","258-01N3S2","01N3S2","C","N","N3","1",1,46.71,18.22,2,"8",8.4,7.9,0.0345
"20160420-gel2","258-01N3S2","01N3S2","C","N","N3","1",1,32.11,18.22,6,"4",4.1,3.9,0.0144
"20160420-gel2","258-01N3S2","01N3S2","C","N","N3","1",1,35.67,18.22,5,"5",5.1,4.8,0.0286
"20160420-gel2","258-01N3S2","01N3S2","C","N","N3","1",1,41.88,18.22,3,"7",7,6.6,0.0616
"20160420-gel2","258-01N3S2","01N3S2","C","N","N3","1",1,24.54,18.22,9,"2",1.9,1.8,0.0334
"20160420-gel3","249-01P2S2","01P2S2","C","P","P2","1",1,30.97,18.38,6,"4",3.7,3.5,0.0246
"20160420-gel3","249-01P2S2","01P2S2","C","P","P2","1",1,22.25,18.38,9,"1",1.1,1.1,0.1023
"20160420-gel3","249-01P2S2","01P2S2","C","P","P2","1",1,38.32,18.38,4,"6",5.9,5.5,0.0142
"20160420-gel3","249-01P2S2","01P2S2","C","P","P2","1",1,27.19,18.38,7,"3",2.6,2.4,0.3803
"20160420-gel3","249-01P2S2","01P2S2","C","P","P2","1",1,24.25,18.38,8,"2",1.7,1.6,0.0553
"20160420-gel3","249-01P2S2","01P2S2","C","P","P2","1",1,34.91,18.38,5,"5",4.9,4.6,0.0524
"20160420-gel3","249-01P2S2","01P2S2","C","P","P2","1",1,41.21,18.38,3,"7",6.7,6.3,0.0742
"20160420-gel3","249-01P2S2","01P2S2","C","P","P2","1",1,47.39,18.38,2,"8",8.5,8.1,0.0842
"20160420-gel3","249-01P2S2","01P2S2","C","P","P2","1",1,54.58,18.38,1,"10",10.6,10.1,0.0453
"20160420-gel3","255-19P5S1","19P5S1","T","P","P5","19",19,99.08,18.94,1,"23",23.6,22.3,0.0076
"20160420-gel3","255-19P5S1","19P5S1","T","P","P5","19",19,27.69,18.94,14,"2",2.6,2.4,0.0972
"20160420-gel3","255-19P5S1","19P5S1","T","P","P5","19",19,53.24,18.94,8,"10",10.1,9.5,0.0509
"20160420-gel3","255-19P5S1","19P5S1","T","P","P5","19",19,66.27,18.94,6,"14",13.9,13.1,0.065
"20160420-gel3","255-19P5S1","19P5S1","T","P","P5","19",19,72.11,18.94,5,"15",15.6,14.8,0.0811
"20160420-gel3","255-19P5S1","19P5S1","T","P","P5","19",19,23.19,18.94,17,"1",1.2,1.2,0.0609
"20160420-gel3","255-19P5S1","19P5S1","T","P","P5","19",19,33.73,18.94,12,"4",4.3,4.1,0.0157
"20160420-gel3","255-19P5S1","19P5S1","T","P","P5","19",19,30.84,18.94,13,"3",3.5,3.3,0.0223
"20160420-gel3","255-19P5S1","19P5S1","T","P","P5","19",19,22.44,18.94,18,"1",1,1,0.0954
"20160420-gel3","255-19P5S1","19P5S1","T","P","P5","19",19,83.35,18.94,3,"18",18.9,17.9,0.0484
"20160420-gel3","255-19P5S1","19P5S1","T","P","P5","19",19,26.25,18.94,15,"2",2.1,2,0.0124
"20160420-gel3","255-19P5S1","19P5S1","T","P","P5","19",19,24.5,18.94,16,"2",1.6,1.5,0.0561
"20160420-gel3","255-19P5S1","19P5S1","T","P","P5","19",19,92.34,18.94,2,"21",21.6,20.4,0.0153
"20160420-gel3","255-19P5S1","19P5S1","T","P","P5","19",19,40.95,18.94,10,"6",6.5,6.1,0.018
"20160420-gel3","255-19P5S1","19P5S1","T","P","P5","19",19,38.19,18.94,11,"5",5.7,5.3,0.0109
"20160420-gel3","255-19P5S1","19P5S1","T","P","P5","19",19,59.98,18.94,7,"12",12.1,11.4,0.0584
"20160420-gel3","255-19P5S1","19P5S1","T","P","P5","19",19,46.04,18.94,9,"8",8,7.5,0.037
"20160420-gel3","255-19P5S1","19P5S1","T","P","P5","19",19,77.51,18.94,4,"17",17.2,16.3,0.0651
"20160420-gel3","256-19P2S4","19P2S4","T","P","P2","19",19,37.27,18.5,13,"5",5.5,5.2,0.0191
"20160420-gel3","256-19P2S4","19P2S4","T","P","P2","19",19,50.54,18.5,10,"9",9.4,8.9,0.0163
"20160420-gel3","256-19P2S4","19P2S4","T","P","P2","19",19,56.83,18.5,9,"11",11.3,10.6,0.0244
"20160420-gel3","256-19P2S4","19P2S4","T","P","P2","19",19,74.81,18.5,6,"16",16.6,15.6,0.0719
"20160420-gel3","256-19P2S4","19P2S4","T","P","P2","19",19,25.56,18.5,17,"2",2.1,2,0.0126
"20160420-gel3","256-19P2S4","19P2S4","T","P","P2","19",19,69.87,18.5,7,"15",15.1,14.3,0.0557
"20160420-gel3","256-19P2S4","19P2S4","T","P","P2","19",19,22.81,18.5,19,"1",1.3,1.2,0.049
"20160420-gel3","256-19P2S4","19P2S4","T","P","P2","19",19,80.2,18.5,5,"18",18.1,17.1,0.0774
"20160420-gel3","256-19P2S4","19P2S4","T","P","P2","19",19,100.4,18.5,1,"23",24.1,22.8,0.012
"20160420-gel3","256-19P2S4","19P2S4","T","P","P2","19",19,26.94,18.5,16,"2",2.5,2.3,0.1148
"20160420-gel3","256-19P2S4","19P2S4","T","P","P2","19",19,84.25,18.5,4,"19",19.3,18.3,0.0575
"20160420-gel3","256-19P2S4","19P2S4","T","P","P2","19",19,95.48,18.5,2,"22",22.6,21.4,0.0299
"20160420-gel3","256-19P2S4","19P2S4","T","P","P2","19",19,29.79,18.5,15,"3",3.3,3.1,0.0336
"20160420-gel3","256-19P2S4","19P2S4","T","P","P2","19",19,24,18.5,18,"2",1.6,1.5,0.0685
"20160420-gel3","256-19P2S4","19P2S4","T","P","P2","19",19,42.45,18.5,11,"7",7,6.7,0.0102
"20160420-gel3","256-19P2S4","19P2S4","T","P","P2","19",19,22,18.5,20,"1",1,1,0.0881
"20160420-gel3","256-19P2S4","19P2S4","T","P","P2","19",19,89.19,18.5,3,"20",20.8,19.6,0.0485
"20160420-gel3","256-19P2S4","19P2S4","T","P","P2","19",19,39.51,18.5,12,"6",6.2,5.8,0.0114
"20160420-gel3","256-19P2S4","19P2S4","T","P","P2","19",19,63.57,18.5,8,"13",13.3,12.5,0.0326
"20160420-gel3","256-19P2S4","19P2S4","T","P","P2","19",19,33.73,18.5,14,"4",4.5,4.2,0.0129
"20160420-gel3","257-19P2S1","19P2S1","T","P","P2","19",19,21.88,17.77,18,"1",1.2,1.1,0.0499
"20160420-gel3","257-19P2S1","19P2S1","T","P","P2","19",19,87.39,17.77,3,"20",20.5,19.3,0.0372
"20160420-gel3","257-19P2S1","19P2S1","T","P","P2","19",19,54.13,17.77,9,"10",10.7,10.1,0.0159
"20160420-gel3","257-19P2S1","19P2S1","T","P","P2","19",19,23.38,17.77,17,"2",1.6,1.6,0.059
"20160420-gel3","257-19P2S1","19P2S1","T","P","P2","19",19,33.6,17.77,13,"5",4.7,4.4,0.016
"20160420-gel3","257-19P2S1","19P2S1","T","P","P2","19",19,47.39,17.77,10,"8",8.7,8.2,0.0118
"20160420-gel3","257-19P2S1","19P2S1","T","P","P2","19",19,21.13,17.77,19,"1",1,0.9,0.0577
"20160420-gel3","257-19P2S1","19P2S1","T","P","P2","19",19,60.43,17.77,8,"12",12.5,11.8,0.0249
"20160420-gel3","257-19P2S1","19P2S1","T","P","P2","19",19,66.72,17.77,7,"14",14.4,13.6,0.0402
"20160420-gel3","257-19P2S1","19P2S1","T","P","P2","19",19,25.94,17.77,16,"2",2.4,2.3,0.0435
"20160420-gel3","257-19P2S1","19P2S1","T","P","P2","19",19,72.56,17.77,6,"16",16.1,15.2,0.0556
"20160420-gel3","257-19P2S1","19P2S1","T","P","P2","19",19,82.45,17.77,4,"18",19,18,0.0528
"20160420-gel3","257-19P2S1","19P2S1","T","P","P2","19",19,95.48,17.77,1,"22",22.9,21.6,0.0179
"20160420-gel3","257-19P2S1","19P2S1","T","P","P2","19",19,91.44,17.77,2,"21",21.7,20.5,0.024
"20160420-gel3","257-19P2S1","19P2S1","T","P","P2","19",19,26.75,17.77,15,"3",2.6,2.5,0.0847
"20160420-gel3","257-19P2S1","19P2S1","T","P","P2","19",19,38.98,17.77,12,"6",6.2,5.9,0.0088
"20160420-gel3","257-19P2S1","19P2S1","T","P","P2","19",19,77.96,17.77,5,"17",17.7,16.7,0.064
"20160420-gel3","257-19P2S1","19P2S1","T","P","P2","19",19,41.34,17.77,11,"7",6.9,6.5,0.0124
"20160420-gel3","257-19P2S1","19P2S1","T","P","P2","19",19,29,17.77,14,"3",3.3,3.1,0.0192
