gel.id,gellane.id,strain,strain.id,trt,lim,cID,tm.pt,Band,MW,intensity,rel.int,
20160420-gel2,20160420-gel2-05,01N3S4,239-01N3S4,C,N,N3,1,4,28.85,296.53,0.1354,oant
20160420-gel2,20160420-gel2-05,01N3S4,239-01N3S4,C,N,N3,1,5,18.82,1688.81,0.6404,lpdaC
20160420-gel2,20160420-gel2-05,01N3S4,239-01N3S4,C,N,N3,1,6,17.55,158.6,0.1328,lpda
20160420-gel2,20160420-gel2-06,01P2S1,208-01P2S1,C,P,P2,1,1,18.97,159.32,1,lpdaC
20160420-gel2,20160420-gel2-07,01P2S1,240-01P2S1,C,P,P2,1,1,48.18,98.62,0.0149,oant
20160420-gel2,20160420-gel2-07,01P2S1,240-01P2S1,C,P,P2,1,2,43.76,278.88,0.0651,oant
20160420-gel2,20160420-gel2-07,01P2S1,240-01P2S1,C,P,P2,1,3,40.96,149.14,0.0322,oant
20160420-gel2,20160420-gel2-07,01P2S1,240-01P2S1,C,P,P2,1,4,38.32,27.6,0.004,oant
20160420-gel2,20160420-gel2-07,01P2S1,240-01P2S1,C,P,P2,1,5,32.68,34.98,0.0069,oant
20160420-gel2,20160420-gel2-07,01P2S1,240-01P2S1,C,P,P2,1,6,28.85,532.1,0.1765,oant
20160420-gel2,20160420-gel2-07,01P2S1,240-01P2S1,C,P,P2,1,7,24.99,68.92,0.0168,oant
20160420-gel2,20160420-gel2-07,01P2S1,240-01P2S1,C,P,P2,1,8,22.68,172.59,0.0485,oant
20160420-gel2,20160420-gel2-07,01P2S1,240-01P2S1,C,P,P2,1,9,18.67,2146.72,0.5121,lpdaC
20160420-gel2,20160420-gel2-07,01P2S1,240-01P2S1,C,P,P2,1,10,17.33,307.43,0.123,lpda
20160420-gel2,20160420-gel2-08,01P2S4,234-01P2S4,C,P,P2,1,1,48.47,246.28,0.03,oant
20160420-gel2,20160420-gel2-08,01P2S4,234-01P2S4,C,P,P2,1,2,44.06,755.89,0.113,oant
20160420-gel2,20160420-gel2-08,01P2S4,234-01P2S4,C,P,P2,1,3,41.08,487.5,0.0712,oant
20160420-gel2,20160420-gel2-08,01P2S4,234-01P2S4,C,P,P2,1,4,28.85,1033.53,0.2106,oant
20160420-gel2,20160420-gel2-08,01P2S4,234-01P2S4,C,P,P2,1,5,22.46,43.28,0.0044,oant
20160420-gel2,20160420-gel2-08,01P2S4,234-01P2S4,C,P,P2,1,6,19.49,364.33,0.0431,oant
20160420-gel2,20160420-gel2-08,01P2S4,234-01P2S4,C,P,P2,1,7,18.52,2648.92,0.4684,lpdaC
20160420-gel2,20160420-gel2-08,01P2S4,234-01P2S4,C,P,P2,1,8,17.26,344.61,0.0595,lpda
20160420-gel2,20160420-gel2-09,01P4S4,252-01P4S4,C,P,P4,1,1,46.71,48.9,0.0035,oant
20160420-gel2,20160420-gel2-09,01P4S4,252-01P4S4,C,P,P4,1,2,43.47,141.54,0.0129,oant
20160420-gel2,20160420-gel2-09,01P4S4,252-01P4S4,C,P,P4,1,3,40.73,162.47,0.0143,oant
20160420-gel2,20160420-gel2-09,01P4S4,252-01P4S4,C,P,P4,1,4,28.41,1029.85,0.2795,oant
20160420-gel2,20160420-gel2-09,01P4S4,252-01P4S4,C,P,P4,1,5,24.69,122.76,0.0149,oant
20160420-gel2,20160420-gel2-09,01P4S4,252-01P4S4,C,P,P4,1,6,22.24,140.67,0.0184,oant
20160420-gel2,20160420-gel2-09,01P4S4,252-01P4S4,C,P,P4,1,7,18.22,2898.81,0.4495,lpdaC
20160420-gel2,20160420-gel2-09,01P4S4,252-01P4S4,C,P,P4,1,8,16.96,1424.79,0.207,lpda
20160420-gel3,20160420-gel3-02,19P2S1,257-19P2S1,T,P,P2,19,1,95.48,70.81,0.0179,oant
20160420-gel3,20160420-gel3-02,19P2S1,257-19P2S1,T,P,P2,19,2,91.44,92.07,0.024,oant
20160420-gel3,20160420-gel3-02,19P2S1,257-19P2S1,T,P,P2,19,3,87.39,149.33,0.0372,oant
20160420-gel3,20160420-gel3-02,19P2S1,257-19P2S1,T,P,P2,19,4,82.45,206.65,0.0528,oant
20160420-gel3,20160420-gel3-02,19P2S1,257-19P2S1,T,P,P2,19,5,77.96,256.94,0.064,oant
20160420-gel3,20160420-gel3-02,19P2S1,257-19P2S1,T,P,P2,19,6,72.56,232.29,0.0556,oant
20160420-gel3,20160420-gel3-02,19P2S1,257-19P2S1,T,P,P2,19,7,66.72,167.67,0.0402,oant
20160420-gel3,20160420-gel3-02,19P2S1,257-19P2S1,T,P,P2,19,8,60.43,98.07,0.0249,oant
20160420-gel3,20160420-gel3-02,19P2S1,257-19P2S1,T,P,P2,19,9,54.13,62.48,0.0159,oant
20160420-gel3,20160420-gel3-02,19P2S1,257-19P2S1,T,P,P2,19,10,47.39,45.91,0.0118,oant
20160420-gel3,20160420-gel3-02,19P2S1,257-19P2S1,T,P,P2,19,11,41.34,46.41,0.0124,oant
20160420-gel3,20160420-gel3-02,19P2S1,257-19P2S1,T,P,P2,19,12,38.98,32.93,0.0088,oant
20160420-gel3,20160420-gel3-02,19P2S1,257-19P2S1,T,P,P2,19,13,33.6,34.12,0.016,oant
20160420-gel3,20160420-gel3-02,19P2S1,257-19P2S1,T,P,P2,19,14,29,43.13,0.0192,oant
20160420-gel3,20160420-gel3-02,19P2S1,257-19P2S1,T,P,P2,19,15,26.75,195.17,0.0847,oant
20160420-gel3,20160420-gel3-02,19P2S1,257-19P2S1,T,P,P2,19,16,25.94,122.55,0.0435,oant
20160420-gel3,20160420-gel3-02,19P2S1,257-19P2S1,T,P,P2,19,17,23.38,125.74,0.059,oant
20160420-gel3,20160420-gel3-02,19P2S1,257-19P2S1,T,P,P2,19,18,21.88,187.43,0.0499,oant
20160420-gel3,20160420-gel3-02,19P2S1,257-19P2S1,T,P,P2,19,19,21.13,231.78,0.0577,oant
20160420-gel3,20160420-gel3-02,19P2S1,257-19P2S1,T,P,P2,19,20,17.77,464.35,0.2122,lpdaC
20160420-gel3,20160420-gel3-02,19P2S1,257-19P2S1,T,P,P2,19,21,16.86,216.81,0.0923,lpda
20160420-gel3,20160420-gel3-03,19P2S4,205-19P2S4,T,P,P2,19,1,18.38,46.31,1,lpdaC
20160420-gel3,20160420-gel3-04,19P2S4,256-19P2S4,T,P,P2,19,1,100.4,115.3,0.012,oant
20160420-gel3,20160420-gel3-04,19P2S4,256-19P2S4,T,P,P2,19,2,95.48,200.35,0.0299,oant
20160420-gel3,20160420-gel3-04,19P2S4,256-19P2S4,T,P,P2,19,3,89.19,387.97,0.0485,oant
20160420-gel3,20160420-gel3-04,19P2S4,256-19P2S4,T,P,P2,19,4,84.25,528.02,0.0575,oant
20160420-gel3,20160420-gel3-04,19P2S4,256-19P2S4,T,P,P2,19,5,80.2,603.7,0.0774,oant
20160420-gel3,20160420-gel3-04,19P2S4,256-19P2S4,T,P,P2,19,6,74.81,567.95,0.0719,oant
20160420-gel3,20160420-gel3-04,19P2S4,256-19P2S4,T,P,P2,19,7,69.87,455,0.0557,oant
20160420-gel3,20160420-gel3-04,19P2S4,256-19P2S4,T,P,P2,19,8,63.57,300.62,0.0326,oant
20160420-gel3,20160420-gel3-04,19P2S4,256-19P2S4,T,P,P2,19,9,56.83,181.42,0.0244,oant
20160420-gel3,20160420-gel3-04,19P2S4,256-19P2S4,T,P,P2,19,10,50.54,123.04,0.0163,oant
20160420-gel3,20160420-gel3-04,19P2S4,256-19P2S4,T,P,P2,19,11,42.45,71.4,0.0102,oant
20160420-gel3,20160420-gel3-04,19P2S4,256-19P2S4,T,P,P2,19,12,39.51,87.14,0.0114,oant
20160420-gel3,20160420-gel3-04,19P2S4,256-19P2S4,T,P,P2,19,13,37.27,110.31,0.0191,oant
20160420-gel3,20160420-gel3-04,19P2S4,256-19P2S4,T,P,P2,19,14,33.73,110.36,0.0129,oant
20160420-gel3,20160420-gel3-04,19P2S4,256-19P2S4,T,P,P2,19,15,29.79,189.96,0.0336,oant
20160420-gel3,20160420-gel3-04,19P2S4,256-19P2S4,T,P,P2,19,16,26.94,499.25,0.1148,oant
20160420-gel3,20160420-gel3-04,19P2S4,256-19P2S4,T,P,P2,19,17,25.56,166.36,0.0126,oant
20160420-gel3,20160420-gel3-04,19P2S4,256-19P2S4,T,P,P2,19,18,24,312.03,0.0685,oant
20160420-gel3,20160420-gel3-04,19P2S4,256-19P2S4,T,P,P2,19,19,22.81,338.58,0.049,oant
20160420-gel3,20160420-gel3-04,19P2S4,256-19P2S4,T,P,P2,19,20,22,453.01,0.0881,oant
20160420-gel3,20160420-gel3-04,19P2S4,256-19P2S4,T,P,P2,19,21,18.5,673.47,0.143,lpdaC
20160420-gel3,20160420-gel3-04,19P2S4,256-19P2S4,T,P,P2,19,22,17.49,121.65,0.0097,lpda
20160420-gel3,20160420-gel3-04,19P2S4,256-19P2S4,T,P,P2,19,23,14.74,9.2727,8.00E-04,lpda
20160420-gel3,20160420-gel3-05,19P5S1,207-19P5S1,T,P,P5,19,1,19,20.44,1,lpdaC
20160420-gel3,20160420-gel3-06,19P5S1,255-19P5S1,T,P,P5,19,1,99.08,45.59,0.0076,oant
20160420-gel3,20160420-gel3-06,19P5S1,255-19P5S1,T,P,P5,19,2,92.34,96.48,0.0153,oant
20160420-gel3,20160420-gel3-06,19P5S1,255-19P5S1,T,P,P5,19,3,83.35,250.66,0.0484,oant
20160420-gel3,20160420-gel3-06,19P5S1,255-19P5S1,T,P,P5,19,4,77.51,333.43,0.0651,oant
20160420-gel3,20160420-gel3-06,19P5S1,255-19P5S1,T,P,P5,19,5,72.11,338.14,0.0811,oant
20160420-gel3,20160420-gel3-06,19P5S1,255-19P5S1,T,P,P5,19,6,66.27,299.91,0.065,oant
20160420-gel3,20160420-gel3-06,19P5S1,255-19P5S1,T,P,P5,19,7,59.98,264.73,0.0584,oant
20160420-gel3,20160420-gel3-06,19P5S1,255-19P5S1,T,P,P5,19,8,53.24,220.62,0.0509,oant
20160420-gel3,20160420-gel3-06,19P5S1,255-19P5S1,T,P,P5,19,9,46.04,168.56,0.037,oant
20160420-gel3,20160420-gel3-06,19P5S1,255-19P5S1,T,P,P5,19,10,40.95,81.57,0.018,oant
20160420-gel3,20160420-gel3-06,19P5S1,255-19P5S1,T,P,P5,19,11,38.19,50.81,0.0109,oant
20160420-gel3,20160420-gel3-06,19P5S1,255-19P5S1,T,P,P5,19,12,33.73,48.82,0.0157,oant
20160420-gel3,20160420-gel3-06,19P5S1,255-19P5S1,T,P,P5,19,13,30.84,82.12,0.0223,oant
20160420-gel3,20160420-gel3-06,19P5S1,255-19P5S1,T,P,P5,19,14,27.69,307.18,0.0972,oant
20160420-gel3,20160420-gel3-06,19P5S1,255-19P5S1,T,P,P5,19,15,26.25,100.54,0.0124,oant
20160420-gel3,20160420-gel3-06,19P5S1,255-19P5S1,T,P,P5,19,16,24.5,188.2,0.0561,oant
20160420-gel3,20160420-gel3-06,19P5S1,255-19P5S1,T,P,P5,19,17,23.19,252.44,0.0609,oant
20160420-gel3,20160420-gel3-06,19P5S1,255-19P5S1,T,P,P5,19,18,22.44,333.14,0.0954,oant
20160420-gel3,20160420-gel3-06,19P5S1,255-19P5S1,T,P,P5,19,19,18.94,590.45,0.1717,lpdaC
20160420-gel3,20160420-gel3-06,19P5S1,255-19P5S1,T,P,P5,19,20,17.83,85.52,0.0106,lpda
20160420-gel3,20160420-gel3-07,19P5S5,222-19P5S5,T,P,P5,19,1,18.94,18.32,1,lpdaC
20160420-gel3,20160420-gel3-08,19P5S5,237-19P5S5,T,P,P5,19,1,102.7,8.0048,0.0065,oant
20160420-gel3,20160420-gel3-08,19P5S5,237-19P5S5,T,P,P5,19,2,93.69,39.55,0.02,oant
20160420-gel3,20160420-gel3-08,19P5S5,237-19P5S5,T,P,P5,19,3,89.19,61.32,0.0206,oant
20160420-gel3,20160420-gel3-08,19P5S5,237-19P5S5,T,P,P5,19,4,85.15,98.02,0.0629,oant
20160420-gel3,20160420-gel3-08,19P5S5,237-19P5S5,T,P,P5,19,5,79.75,137.95,0.1001,oant
20160420-gel3,20160420-gel3-08,19P5S5,237-19P5S5,T,P,P5,19,6,73.91,138.95,0.0923,oant
20160420-gel3,20160420-gel3-08,19P5S5,237-19P5S5,T,P,P5,19,7,68.07,109.96,0.0768,oant
20160420-gel3,20160420-gel3-08,19P5S5,237-19P5S5,T,P,P5,19,8,61.78,89.04,0.0589,oant
20160420-gel3,20160420-gel3-08,19P5S5,237-19P5S5,T,P,P5,19,9,54.58,62.28,0.0417,oant
20160420-gel3,20160420-gel3-08,19P5S5,237-19P5S5,T,P,P5,19,10,47.39,40.51,0.0261,oant
20160420-gel3,20160420-gel3-08,19P5S5,237-19P5S5,T,P,P5,19,11,41.08,12.98,0.0067,oant
20160420-gel3,20160420-gel3-08,19P5S5,237-19P5S5,T,P,P5,19,12,27.94,49.15,0.0355,oant
20160420-gel3,20160420-gel3-08,19P5S5,237-19P5S5,T,P,P5,19,13,26.31,21.13,0.0122,oant
20160420-gel3,20160420-gel3-08,19P5S5,237-19P5S5,T,P,P5,19,14,24.44,58.26,0.0396,oant
20160420-gel3,20160420-gel3-08,19P5S5,237-19P5S5,T,P,P5,19,15,23,96.13,0.0266,oant
20160420-gel3,20160420-gel3-08,19P5S5,237-19P5S5,T,P,P5,19,16,22.38,160.51,0.1422,oant
20160420-gel3,20160420-gel3-08,19P5S5,237-19P5S5,T,P,P5,19,17,18.88,298.62,0.2219,lpdaC
20160420-gel3,20160420-gel3-08,19P5S5,237-19P5S5,T,P,P5,19,18,17.83,26.26,0.0097,lpda
20160420-gel3,20160420-gel3-09,01P2S2,249-01P2S2,C,P,P2,1,1,54.58,121.44,0.0453,oant
20160420-gel3,20160420-gel3-09,01P2S2,249-01P2S2,C,P,P2,1,2,47.39,271.26,0.0842,oant
20160420-gel3,20160420-gel3-09,01P2S2,249-01P2S2,C,P,P2,1,3,41.21,225.19,0.0742,oant
20160420-gel3,20160420-gel3-09,01P2S2,249-01P2S2,C,P,P2,1,4,38.32,68.32,0.0142,oant
20160420-gel3,20160420-gel3-09,01P2S2,249-01P2S2,C,P,P2,1,5,34.91,136.66,0.0524,oant
20160420-gel3,20160420-gel3-09,01P2S2,249-01P2S2,C,P,P2,1,6,30.97,80.2,0.0246,oant
20160420-gel3,20160420-gel3-09,01P2S2,249-01P2S2,C,P,P2,1,7,27.19,666.47,0.3803,oant
20160420-gel3,20160420-gel3-09,01P2S2,249-01P2S2,C,P,P2,1,8,24.25,156.89,0.0553,oant
20160420-gel3,20160420-gel3-09,01P2S2,249-01P2S2,C,P,P2,1,9,22.25,201.53,0.1023,oant
20160420-gel3,20160420-gel3-09,01P2S2,249-01P2S2,C,P,P2,1,10,18.38,708.73,0.1284,lpdaC
20160420-gel3,20160420-gel3-09,01P2S2,249-01P2S2,C,P,P2,1,11,17.49,182.5,0.0326,lpda
20160420-gel3,20160420-gel3-09,01P2S2,249-01P2S2,C,P,P2,1,12,14.63,24.07,0.0061,lpda
20160425-gel1,20160425-gel1-02,8101-A,231-8101-A,A,A,A,0,1,15.85,301.56,0.5636,oant
20160425-gel1,20160425-gel1-02,8101-A,231-8101-A,A,A,A,0,2,14.74,84.72,0.4364,oant
20160425-gel1,20160425-gel1-03,7803R8,232-7803R8,A,A,A,0,1,66,549.06,0.0648,oant
20160425-gel1,20160425-gel1-03,7803R8,232-7803R8,A,A,A,0,2,63.33,1002.1,0.1166,oant
20160425-gel1,20160425-gel1-03,7803R8,232-7803R8,A,A,A,0,3,60.07,1633.25,0.19,oant
20160425-gel1,20160425-gel1-03,7803R8,232-7803R8,A,A,A,0,4,56.81,1843.41,0.2095,oant
20160425-gel1,20160425-gel1-03,7803R8,232-7803R8,A,A,A,0,5,53.26,1453.12,0.1664,oant
20160425-gel1,20160425-gel1-03,7803R8,232-7803R8,A,A,A,0,6,49.11,971.96,0.1053,oant
20160425-gel1,20160425-gel1-03,7803R8,232-7803R8,A,A,A,0,7,44.96,608.8,0.0592,oant
20160425-gel1,20160425-gel1-03,7803R8,232-7803R8,A,A,A,0,8,41.12,293.31,0.0184,oant
20160425-gel1,20160425-gel1-03,7803R8,232-7803R8,A,A,A,0,9,39.1,156.27,NA,oant
20160425-gel1,20160425-gel1-03,7803R8,232-7803R8,A,A,A,0,10,37.58,77.98,NA,oant
20160425-gel1,20160425-gel1-03,7803R8,232-7803R8,A,A,A,0,11,36.45,83.02,NA,oant
20160425-gel1,20160425-gel1-03,7803R8,232-7803R8,A,A,A,0,12,34.3,59.53,NA,oant
20160425-gel1,20160425-gel1-03,7803R8,232-7803R8,A,A,A,0,13,31.78,62.73,NA,oant
20160425-gel1,20160425-gel1-03,7803R8,232-7803R8,A,A,A,0,14,29.25,76.92,NA,oant
20160425-gel1,20160425-gel1-03,7803R8,232-7803R8,A,A,A,0,15,27.18,83.35,NA,oant
20160425-gel1,20160425-gel1-03,7803R8,232-7803R8,A,A,A,0,16,25.53,183.55,NA,oant
20160425-gel1,20160425-gel1-03,7803R8,232-7803R8,A,A,A,0,17,23.38,273.1,0.0601,oant
20160425-gel1,20160425-gel1-03,7803R8,232-7803R8,A,A,A,0,18,21.97,212.61,0.0548,oant
20160425-gel1,20160425-gel1-03,7803R8,232-7803R8,A,A,A,0,19,20.89,274.89,0.0699,oant
20160425-gel1,20160425-gel1-03,7803R8,232-7803R8,A,A,A,0,20,17.2,97.81,0.0163,lpdaC
20160425-gel1,20160425-gel1-04,7803-A,101-7803-A,A,A,NA,0,1,48.52,18.33,0.0101,oant
20160425-gel1,20160425-gel1-04,7803-A,101-7803-A,A,A,NA,0,2,44.67,95.1,0.0417,oant
20160425-gel1,20160425-gel1-04,7803-A,101-7803-A,A,A,NA,0,3,41.24,229,0.1042,oant
20160425-gel1,20160425-gel1-04,7803-A,101-7803-A,A,A,NA,0,4,39.1,141.01,0.0687,oant
20160425-gel1,20160425-gel1-04,7803-A,101-7803-A,A,A,NA,0,5,27.26,263.92,0.1894,oant
20160425-gel1,20160425-gel1-04,7803-A,101-7803-A,A,A,NA,0,6,20.98,89.98,NA,oant
20160425-gel1,20160425-gel1-04,7803-A,101-7803-A,A,A,NA,0,7,17.45,1102.23,0.4995,lpdaC
20160425-gel1,20160425-gel1-04,7803-A,101-7803-A,A,A,NA,0,8,16.4,503.99,0.2497,lpda
20160425-gel1,20160425-gel1-06,19N5S1,225-19N5S1,T,N,N5,19,1,48.81,139.92,0.0137,oant
20160425-gel1,20160425-gel1-06,19N5S1,225-19N5S1,T,N,N5,19,2,44.37,433.35,0.0669,oant
20160425-gel1,20160425-gel1-06,19N5S1,225-19N5S1,T,N,N5,19,3,41.24,1306.69,0.2118,oant
20160425-gel1,20160425-gel1-06,19N5S1,225-19N5S1,T,N,N5,19,4,39.48,1098.03,0.173,oant
20160425-gel1,20160425-gel1-06,19N5S1,225-19N5S1,T,N,N5,19,5,36.57,70.23,0.008,oant
20160425-gel1,20160425-gel1-06,19N5S1,225-19N5S1,T,N,N5,19,6,27.76,193.85,0.0281,oant
20160425-gel1,20160425-gel1-06,19N5S1,225-19N5S1,T,N,N5,19,7,25.94,100.83,0.0122,oant
20160425-gel1,20160425-gel1-06,19N5S1,225-19N5S1,T,N,N5,19,8,23.79,283.61,0.0522,oant
20160425-gel1,20160425-gel1-06,19N5S1,225-19N5S1,T,N,N5,19,9,22.3,389.77,0.0477,oant
20160425-gel1,20160425-gel1-06,19N5S1,225-19N5S1,T,N,N5,19,10,21.39,627.76,0.1308,oant
20160425-gel1,20160425-gel1-06,19N5S1,225-19N5S1,T,N,N5,19,11,19.24,123.55,0.014,oant
20160425-gel1,20160425-gel1-06,19N5S1,225-19N5S1,T,N,N5,19,12,17.57,1099.52,0.1923,lpdaC
20160425-gel1,20160425-gel1-06,19N5S1,225-19N5S1,T,N,N5,19,13,16.58,271.77,0.0388,lpda
20160425-gel1,20160425-gel1-06,19N5S1,225-19N5S1,T,N,N5,19,14,11.91,44.35,0.0103,lpda
20160425-gel1,20160425-gel1-07,21N5S5,112-21N5S5,T,N,N5,21,1,40.36,1334.06,0.1828,oant
20160425-gel1,20160425-gel1-07,21N5S5,112-21N5S5,T,N,N5,21,2,38.21,1441.13,0.1932,oant
20160425-gel1,20160425-gel1-07,21N5S5,112-21N5S5,T,N,N5,21,3,24.7,190.38,0.0259,oant
20160425-gel1,20160425-gel1-07,21N5S5,112-21N5S5,T,N,N5,21,4,23.71,258.96,0.0375,oant
20160425-gel1,20160425-gel1-07,21N5S5,112-21N5S5,T,N,N5,21,5,22.47,461.69,0.065,oant
20160425-gel1,20160425-gel1-07,21N5S5,112-21N5S5,T,N,N5,21,6,20.89,741.61,0.105,oant
20160425-gel1,20160425-gel1-07,21N5S5,112-21N5S5,T,N,N5,21,7,19.9,829.19,0.1129,oant
20160425-gel1,20160425-gel1-07,21N5S5,112-21N5S5,T,N,N5,21,8,18.83,302.83,0.0444,oant
20160425-gel1,20160425-gel1-07,21N5S5,112-21N5S5,T,N,N5,21,9,17.45,156.75,0.0202,lpdaC
20160425-gel1,20160425-gel1-07,21N5S5,112-21N5S5,T,N,N5,21,10,16.34,368.62,0.054,lpda
20160425-gel1,20160425-gel1-07,21N5S5,112-21N5S5,T,N,N5,21,11,15.54,828.25,0.1073,lpda
20160425-gel1,20160425-gel1-07,21N5S5,112-21N5S5,T,N,N5,21,12,14.55,405.03,0.0517,lpda
20160425-gel1,20160425-gel1-09,19P2S2,214-19P2S2,T,P,P2,19,1,67.19,185.54,0.0326,oant
20160425-gel1,20160425-gel1-09,19P2S2,214-19P2S2,T,P,P2,19,2,64.52,267.16,0.0528,oant
20160425-gel1,20160425-gel1-09,19P2S2,214-19P2S2,T,P,P2,19,3,61.85,386.77,0.0869,oant
20160425-gel1,20160425-gel1-09,19P2S2,214-19P2S2,T,P,P2,19,4,58.59,480.29,0.1182,oant
20160425-gel1,20160425-gel1-09,19P2S2,214-19P2S2,T,P,P2,19,5,55.33,476.82,0.1238,oant
20160425-gel1,20160425-gel1-09,19P2S2,214-19P2S2,T,P,P2,19,6,51.78,397.3,0.1069,oant
20160425-gel1,20160425-gel1-09,19P2S2,214-19P2S2,T,P,P2,19,7,47.63,280.7,0.0732,oant
20160425-gel1,20160425-gel1-09,19P2S2,214-19P2S2,T,P,P2,19,8,43.48,198.09,0.0471,oant
20160425-gel1,20160425-gel1-09,19P2S2,214-19P2S2,T,P,P2,19,9,40.74,121.45,0.0288,oant
20160425-gel1,20160425-gel1-09,19P2S2,214-19P2S2,T,P,P2,19,10,38.59,48.72,0.0098,oant
20160425-gel1,20160425-gel1-09,19P2S2,214-19P2S2,T,P,P2,19,11,27.35,36.47,0.0068,oant
20160425-gel1,20160425-gel1-09,19P2S2,214-19P2S2,T,P,P2,19,12,25.53,19.68,0.0053,oant
20160425-gel1,20160425-gel1-09,19P2S2,214-19P2S2,T,P,P2,19,13,23.13,116.99,0.0303,oant
20160425-gel1,20160425-gel1-09,19P2S2,214-19P2S2,T,P,P2,19,14,21.64,176.7,0.0237,oant
20160425-gel1,20160425-gel1-09,19P2S2,214-19P2S2,T,P,P2,19,15,20.65,312.18,0.1042,oant
20160425-gel1,20160425-gel1-09,19P2S2,214-19P2S2,T,P,P2,19,16,17.02,482.23,0.1341,lpdaC
20160425-gel1,20160425-gel1-09,19P2S2,214-19P2S2,T,P,P2,19,17,16.03,82,0.0155,lpda
20160425-gel1,20160425-gel1-10,21P4S5,118-21P4S5,T,P,P4,21,1,66,508.92,0.029,oant
20160425-gel1,20160425-gel1-10,21P4S5,118-21P4S5,T,P,P4,21,2,62.74,811.55,0.0542,oant
20160425-gel1,20160425-gel1-10,21P4S5,118-21P4S5,T,P,P4,21,3,59.78,1260.75,0.0909,oant
20160425-gel1,20160425-gel1-10,21P4S5,118-21P4S5,T,P,P4,21,4,56.52,1699.38,0.1325,oant
20160425-gel1,20160425-gel1-10,21P4S5,118-21P4S5,T,P,P4,21,5,52.96,1780.42,0.1462,oant
20160425-gel1,20160425-gel1-10,21P4S5,118-21P4S5,T,P,P4,21,6,49.41,1502.47,0.1202,oant
20160425-gel1,20160425-gel1-10,21P4S5,118-21P4S5,T,P,P4,21,7,44.96,943.78,0.0819,oant
20160425-gel1,20160425-gel1-10,21P4S5,118-21P4S5,T,P,P4,21,8,40.99,648.35,0.074,oant
20160425-gel1,20160425-gel1-10,21P4S5,118-21P4S5,T,P,P4,21,9,38.84,488.5,0.0465,oant
20160425-gel1,20160425-gel1-10,21P4S5,118-21P4S5,T,P,P4,21,10,34.93,78.54,0.0049,oant
20160425-gel1,20160425-gel1-10,21P4S5,118-21P4S5,T,P,P4,21,11,32.79,59.69,0.0045,oant
20160425-gel1,20160425-gel1-10,21P4S5,118-21P4S5,T,P,P4,21,12,27.1,35.14,0.0018,oant
20160425-gel1,20160425-gel1-10,21P4S5,118-21P4S5,T,P,P4,21,13,26.02,66.53,0.0043,oant
20160425-gel1,20160425-gel1-10,21P4S5,118-21P4S5,T,P,P4,21,14,23.95,87.43,0.0063,oant
20160425-gel1,20160425-gel1-10,21P4S5,118-21P4S5,T,P,P4,21,15,21.8,331.21,0.0272,oant
20160425-gel1,20160425-gel1-10,21P4S5,118-21P4S5,T,P,P4,21,16,20.23,577.86,0.0511,oant
20160425-gel1,20160425-gel1-10,21P4S5,118-21P4S5,T,P,P4,21,17,19.08,719.12,0.0788,oant
20160425-gel1,20160425-gel1-10,21P4S5,118-21P4S5,T,P,P4,21,18,16.77,480.04,0.0365,lpdaC
20160425-gel1,20160425-gel1-10,21P4S5,118-21P4S5,T,P,P4,21,19,15.91,127.3,0.006,lpda
20160425-gel1,20160425-gel1-10,21P4S5,118-21P4S5,T,P,P4,21,20,14.8,236.07,0.0123,lpda
20160425-gel1,20160425-gel1-10,21P4S5,118-21P4S5,T,P,P4,21,21,13.38,NA,NA,lpda
