"lane.id","lane","Band","MW","intensity","rel.int","gel.id"
"1: CandyCane","1","1","82   ","387.71","0.2626","20160420-gel3"
"1: CandyCane","1","2","42   ","650.33","0.5338","20160420-gel3"
"1: CandyCane","1","3","29   ","41.36","0.0318","20160420-gel3"
"1: CandyCane","1","4","18   ","42.58","0.0249","20160420-gel3"
"1: CandyCane","1","5","14   ","301.10","0.1469","20160420-gel3"
"2: 57-19P2S1","2","1","95.48","70.81","0.0179","20160420-gel3"
"2: 57-19P2S1","2","2","91.44","92.07","0.0240","20160420-gel3"
"2: 57-19P2S1","2","3","87.39","149.33","0.0372","20160420-gel3"
"2: 57-19P2S1","2","4","82.45","206.65","0.0528","20160420-gel3"
"2: 57-19P2S1","2","5","77.96","256.94","0.0640","20160420-gel3"
"2: 57-19P2S1","2","6","72.56","232.29","0.0556","20160420-gel3"
"2: 57-19P2S1","2","7","66.72","167.67","0.0402","20160420-gel3"
"2: 57-19P2S1","2","8","60.43","98.07","0.0249","20160420-gel3"
"2: 57-19P2S1","2","9","54.13","62.48","0.0159","20160420-gel3"
"2: 57-19P2S1","2","10","47.39","45.91","0.0118","20160420-gel3"
"2: 57-19P2S1","2","11","41.34","46.41","0.0124","20160420-gel3"
"2: 57-19P2S1","2","12","38.98","32.93","0.0088","20160420-gel3"
"2: 57-19P2S1","2","13","33.6 ","34.12","0.0160","20160420-gel3"
"2: 57-19P2S1","2","14","29   ","43.13","0.0192","20160420-gel3"
"2: 57-19P2S1","2","15","26.75","195.17","0.0847","20160420-gel3"
"2: 57-19P2S1","2","16","25.94","122.55","0.0435","20160420-gel3"
"2: 57-19P2S1","2","17","23.38","125.74","0.0590","20160420-gel3"
"2: 57-19P2S1","2","18","21.88","187.43","0.0499","20160420-gel3"
"2: 57-19P2S1","2","19","21.13","231.78","0.0577","20160420-gel3"
"2: 57-19P2S1","2","20","17.77","464.35","0.2122","20160420-gel3"
"2: 57-19P2S1","2","21","16.86","216.81","0.0923","20160420-gel3"
"3: 5-19P2S4","3","1","18.38","46.31","1.0000","20160420-gel3"
"4: 56-19P2S4","4","1","100.4 ","115.30","0.0120","20160420-gel3"
"4: 56-19P2S4","4","2","95.48","200.35","0.0299","20160420-gel3"
"4: 56-19P2S4","4","3","89.19","387.97","0.0485","20160420-gel3"
"4: 56-19P2S4","4","4","84.25","528.02","0.0575","20160420-gel3"
"4: 56-19P2S4","4","5","80.2 ","603.70","0.0774","20160420-gel3"
"4: 56-19P2S4","4","6","74.81","567.95","0.0719","20160420-gel3"
"4: 56-19P2S4","4","7","69.87","455.00","0.0557","20160420-gel3"
"4: 56-19P2S4","4","8","63.57","300.62","0.0326","20160420-gel3"
"4: 56-19P2S4","4","9","56.83","181.42","0.0244","20160420-gel3"
"4: 56-19P2S4","4","10","50.54","123.04","0.0163","20160420-gel3"
"4: 56-19P2S4","4","11","42.45","71.40","0.0102","20160420-gel3"
"4: 56-19P2S4","4","12","39.51","87.14","0.0114","20160420-gel3"
"4: 56-19P2S4","4","13","37.27","110.31","0.0191","20160420-gel3"
"4: 56-19P2S4","4","14","33.73","110.36","0.0129","20160420-gel3"
"4: 56-19P2S4","4","15","29.79","189.96","0.0336","20160420-gel3"
"4: 56-19P2S4","4","16","26.94","499.25","0.1148","20160420-gel3"
"4: 56-19P2S4","4","17","25.56","166.36","0.0126","20160420-gel3"
"4: 56-19P2S4","4","18","24   ","312.03","0.0685","20160420-gel3"
"4: 56-19P2S4","4","19","22.81","338.58","0.0490","20160420-gel3"
"4: 56-19P2S4","4","20","22   ","453.01","0.0881","20160420-gel3"
"4: 56-19P2S4","4","21","18.5 ","673.47","0.1430","20160420-gel3"
"4: 56-19P2S4","4","22","17.49","121.65","0.0097","20160420-gel3"
"4: 56-19P2S4","4","23","14.74","9.2727","0.0008","20160420-gel3"
"5: 7-19P5S1","5","1","19   ","20.44","1.0000","20160420-gel3"
"6: 55-19P5S1","6","1","99.08","45.59","0.0076","20160420-gel3"
"6: 55-19P5S1","6","2","92.34","96.48","0.0153","20160420-gel3"
"6: 55-19P5S1","6","3","83.35","250.66","0.0484","20160420-gel3"
"6: 55-19P5S1","6","4","77.51","333.43","0.0651","20160420-gel3"
"6: 55-19P5S1","6","5","72.11","338.14","0.0811","20160420-gel3"
"6: 55-19P5S1","6","6","66.27","299.91","0.0650","20160420-gel3"
"6: 55-19P5S1","6","7","59.98","264.73","0.0584","20160420-gel3"
"6: 55-19P5S1","6","8","53.24","220.62","0.0509","20160420-gel3"
"6: 55-19P5S1","6","9","46.04","168.56","0.0370","20160420-gel3"
"6: 55-19P5S1","6","10","40.95","81.57","0.0180","20160420-gel3"
"6: 55-19P5S1","6","11","38.19","50.81","0.0109","20160420-gel3"
"6: 55-19P5S1","6","12","33.73","48.82","0.0157","20160420-gel3"
"6: 55-19P5S1","6","13","30.84","82.12","0.0223","20160420-gel3"
"6: 55-19P5S1","6","14","27.69","307.18","0.0972","20160420-gel3"
"6: 55-19P5S1","6","15","26.25","100.54","0.0124","20160420-gel3"
"6: 55-19P5S1","6","16","24.5 ","188.20","0.0561","20160420-gel3"
"6: 55-19P5S1","6","17","23.19","252.44","0.0609","20160420-gel3"
"6: 55-19P5S1","6","18","22.44","333.14","0.0954","20160420-gel3"
"6: 55-19P5S1","6","19","18.94","590.45","0.1717","20160420-gel3"
"6: 55-19P5S1","6","20","17.83","85.52","0.0106","20160420-gel3"
"7: 22-19P5S5","7","1","18.94","18.32","1.0000","20160420-gel3"
"8: 37-19P5S5","8","1","102.7 ","8.0048","0.0065","20160420-gel3"
"8: 37-19P5S5","8","2","93.69","39.55","0.0200","20160420-gel3"
"8: 37-19P5S5","8","3","89.19","61.32","0.0206","20160420-gel3"
"8: 37-19P5S5","8","4","85.15","98.02","0.0629","20160420-gel3"
"8: 37-19P5S5","8","5","79.75","137.95","0.1001","20160420-gel3"
"8: 37-19P5S5","8","6","73.91","138.95","0.0923","20160420-gel3"
"8: 37-19P5S5","8","7","68.07","109.96","0.0768","20160420-gel3"
"8: 37-19P5S5","8","8","61.78","89.04","0.0589","20160420-gel3"
"8: 37-19P5S5","8","9","54.58","62.28","0.0417","20160420-gel3"
"8: 37-19P5S5","8","10","47.39","40.51","0.0261","20160420-gel3"
"8: 37-19P5S5","8","11","41.08","12.98","0.0067","20160420-gel3"
"8: 37-19P5S5","8","12","27.94","49.15","0.0355","20160420-gel3"
"8: 37-19P5S5","8","13","26.31","21.13","0.0122","20160420-gel3"
"8: 37-19P5S5","8","14","24.44","58.26","0.0396","20160420-gel3"
"8: 37-19P5S5","8","15","23   ","96.13","0.0266","20160420-gel3"
"8: 37-19P5S5","8","16","22.38","160.51","0.1422","20160420-gel3"
"8: 37-19P5S5","8","17","18.88","298.62","0.2219","20160420-gel3"
"8: 37-19P5S5","8","18","17.83","26.26","0.0097","20160420-gel3"
"9: 49-01P2S2","9","1","54.58","121.44","0.0453","20160420-gel3"
"9: 49-01P2S2","9","2","47.39","271.26","0.0842","20160420-gel3"
"9: 49-01P2S2","9","3","41.21","225.19","0.0742","20160420-gel3"
"9: 49-01P2S2","9","4","38.32","68.32","0.0142","20160420-gel3"
"9: 49-01P2S2","9","5","34.91","136.66","0.0524","20160420-gel3"
"9: 49-01P2S2","9","6","30.97","80.20","0.0246","20160420-gel3"
"9: 49-01P2S2","9","7","27.19","666.47","0.3803","20160420-gel3"
"9: 49-01P2S2","9","8","24.25","156.89","0.0553","20160420-gel3"
"9: 49-01P2S2","9","9","22.25","201.53","0.1023","20160420-gel3"
"9: 49-01P2S2","9","10","18.38","708.73","0.1284","20160420-gel3"
"9: 49-01P2S2","9","11","17.49","182.50","0.0326","20160420-gel3"
"9: 49-01P2S2","9","12","14.63","24.07","0.0061","20160420-gel3"
"10: e.coli","10","1","67.62","75.28","0.1014","20160420-gel3"
"10: e.coli","10","2","61.78","139.15","0.2044","20160420-gel3"
"10: e.coli","10","3","55.93","176.02","0.2636","20160420-gel3"
"10: e.coli","10","4","49.64","153.87","0.2203","20160420-gel3"
"10: e.coli","10","5","42.9 ","92.72","0.1340","20160420-gel3"
"10: e.coli","10","6","40.29","42.57","0.0523","20160420-gel3"
"10: e.coli","10","7","38.19","18.41","0.0179","20160420-gel3"
"10: e.coli","10","8","35.83","4.2312","0.0060","20160420-gel3"
